name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
Amora (Earth-616),\/Amora_(Earth-616),Public Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,247,Apr-64,1964
Clea (Earth-616),\/Clea_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,247,Nov-64,1964
Mar-Vell (Earth-616),\/Mar-Vell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,245,Dec-67,1967
Eugene Judd (Earth-616),\/Eugene_Judd_(Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,245,Aug-83,1983
Daimon Hellstrom (Earth-616),\/Daimon_Hellstrom_(Earth-616),No Dual Identity,Neutral Characters,Red Eyes,Red Hair,Male Characters,,Living Characters,242,Sep-73,1973
John Jonah Jameson III (Earth-616),\/John_Jonah_Jameson_III_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,240,Mar-63,1963
Triton (Earth-616),\/Triton_(Earth-616),No Dual Identity,Good Characters,Green Eyes,No Hair,Male Characters,,Living Characters,240,Dec-65,1965
Meggan Puceanu (Earth-616),\/Meggan_Puceanu_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,240,Dec-83,1983
Robert Reynolds (Earth-616),\/Robert_Reynolds_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,240,Sep-00,2000
Aleksei Sytsevich (Earth-616),\/Aleksei_Sytsevich_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,239,Oct-66,1966
Santo Vaccarro (Earth-616),\/Santo_Vaccarro_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,238,3-Sep,2003
Jonathan Clay (Earth-616),\/Jonathan_Clay_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,237,Aug-60,1960
Ares (Earth-616),\/Ares_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,236,Apr-49,1949
Sersi (Earth-616),\/Sersi_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,236,Sep-76,1976
Guido Carosella (Earth-616),\/Guido_Carosella_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,236,Jul-85,1985
Zabu (Earth-616),\/Zabu_(Earth-616),Public Identity,Good Characters,Green Eyes,Orange Hair,Male Characters,,Living Characters,234,Mar-65,1965
Michael Morbius (Earth-616),\/Michael_Morbius_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,231,Oct-71,1971
Julio Richter (Earth-616),\/Julio_Richter_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,231,Jun-87,1987
Phoenix Force (Earth-616),\/Phoenix_Force_(Earth-616),Secret Identity,Neutral Characters,,No Hair,,,Deceased Characters,229,Oct-76,1976
Megan Gwynn (Earth-616),\/Megan_Gwynn_(Earth-616),Public Identity,Good Characters,Black Eyeballs,Pink Hair,Female Characters,,Living Characters,229,4-Nov,2004
Kyle Richmond (Earth-616),\/Kyle_Richmond_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,227,Oct-69,1969
Karen Page (Earth-616),\/Karen_Page_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,226,Apr-64,1964
Tyrone Johnson (Earth-616),\/Tyrone_Johnson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,226,Mar-82,1982
Maxwell Dillon (Earth-616),\/Maxwell_Dillon_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Auburn Hair,Male Characters,,Living Characters,225,Feb-64,1964
Valerie Cooper (Earth-616),\/Valerie_Cooper_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,225,Dec-83,1983
Anna May (Earth-616),\/Anna_May_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,224,Aug-64,1964
Vlad Dracula (Earth-616),\/Vlad_Dracula_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,223,Mar-51,1951
Tandy Bowen (Earth-616),\/Tandy_Bowen_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,222,Mar-82,1982
Monet St. Croix (Earth-616),\/Monet_St._Croix_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,221,Nov-94,1994
Gamora (Earth-616),\/Gamora_(Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,218,Jun-75,1975
Amara Aquilla (Earth-616),\/Amara_Aquilla_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,217,Oct-83,1983
Julia Carpenter (Earth-616),\/Julia_Carpenter_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,212,Oct-84,1984
Jane Foster (Earth-616),\/Jane_Foster_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,211,Sep-62,1962
Mortimer Toynbee (Earth-616),\/Mortimer_Toynbee_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,210,Mar-64,1964
Scott Lang (Earth-616),\/Scott_Lang_(Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,209,Mar-79,1979
Paige Guthrie (Earth-616),\/Paige_Guthrie_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,207,Nov-84,1984
Benjamin Parker (Earth-616),\/Benjamin_Parker_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,205,Aug-62,1962
Erik Josten (Earth-616),\/Erik_Josten_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,204,Oct-65,1965
Jeanne-Marie Beaubier (Earth-616),\/Jeanne-Marie_Beaubier_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,203,Apr-79,1979
Carl Creel (Earth-616),\/Carl_Creel_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,202,Apr-64,1964
Gloria Grant (Earth-616),\/Gloria_Grant_(Earth-616),No Dual Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,202,Jan-75,1975
Michael Twoyoungmen (Earth-616),\/Michael_Twoyoungmen_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,200,Apr-79,1979
Hope Summers (Earth-616),\/Hope_Summers_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,200,8-Jan,2008
Eric Masterson (Earth-616),\/Eric_Masterson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,198,May-88,1988
Alexander Power (Earth-616),\/Alexander_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,197,Aug-84,1984
Matthew Hawk (Earth-616),\/Matthew_Hawk_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,195,Nov-62,1962
Jessica Jones (Earth-616),\/Jessica_Jones_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,195,Sep-63,1963
Frederick Dukes (Earth-616),\/Frederick_Dukes_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,194,Jan-64,1964
Eric Brooks (Earth-616),\/Eric_Brooks_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,194,Jul-73,1973
Eros (Earth-616),\/Eros_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,193,Feb-73,1973
Madison Jeffries (Earth-616),\/Madison_Jeffries_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,193,Aug-83,1983
Mandarin (Earth-616),\/Mandarin_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,190,Feb-64,1964
The Wizard (Earth-616),\/The_Wizard_(Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,189,Nov-62,1962
Akihiro (Earth-616),\/Akihiro_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Bisexual Characters,Living Characters,189,6-Oct,2006
Sergei Kravinoff (Earth-616),\/Sergei_Kravinoff_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,188,Aug-64,1964
Jonothon Starsmore (Earth-616),\/Jonothon_Starsmore_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,187,Nov-94,1994
Helmut Zemo (Earth-616),\/Helmut_Zemo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,184,Dec-73,1973
Victor Borkowski (Earth-616),\/Victor_Borkowski_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,184,3-Aug,2003
Edward Leeds (Earth-616),\/Edward_Leeds_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,181,Nov-64,1964
Ultron (Earth-616),\/Ultron_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,181,Jul-68,1968
Douglas Ramsey (Earth-616),\/Douglas_Ramsey_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,181,Mar-84,1984
Quentin Beck (Earth-616),\/Quentin_Beck_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,180,Jun-64,1964
Herbert Wyndham (Earth-616),\/Herbert_Wyndham_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,179,Nov-66,1966
Julian Keller (Earth-616),\/Julian_Keller_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,179,3-Aug,2003
Jack Russell (Earth-616),\/Jack_Russell_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,178,Feb-72,1972
Celeste Cuckoo (Earth-616),\/Celeste_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,177,1-Nov,2001
Valentina Allegra de Fontaine (Earth-616),\/Valentina_Allegra_de_Fontaine_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,176,Aug-67,1967
Ophelia Sarkissian (Earth-616),\/Ophelia_Sarkissian_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,175,Feb-69,1969
Colleen Wing (Earth-616),\/Colleen_Wing_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,Living Characters,175,Nov-74,1974
Irma Cuckoo (Earth-616),\/Irma_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,175,1-Nov,2001
Sebastian Shaw (Earth-616),\/Sebastian_Shaw_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,174,Jan-80,1980
Phoebe Cuckoo (Earth-616),\/Phoebe_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,174,1-Nov,2001
Sage (Earth-616),\/Sage_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,172,Apr-80,1980
Valeria Richards (Earth-616),\/Valeria_Richards_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,171,2-Feb,2002
Donald Blake (Earth-616),\/Donald_Blake_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,170,Aug-62,1962
Hela (Earth-616),\/Hela_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,170,Mar-64,1964
Lilandra Neramani (Earth-616),\/Lilandra_Neramani_(Earth-616),No Dual Identity,Good Characters,Orange Eyes,Black Hair,Female Characters,,Deceased Characters,170,Feb-76,1976
Henry Gyrich (Earth-616),\/Henry_Gyrich_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,170,Nov-77,1977
Dwayne Taylor (Earth-616),\/Dwayne_Taylor_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,169,Dec-89,1989
Harold Hogan (Earth-616),\/Harold_Hogan_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,166,Sep-63,1963
Redwing (Earth-616),\/Redwing_(Earth-616),Public Identity,,Yellow Eyes,,Male Characters,,Living Characters,165,Sep-69,1969
Christopher Powell (Earth-616),\/Christopher_Powell_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,165,Mar-91,1991
Harvey Elder (Earth-616),\/Harvey_Elder_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,164,Nov-61,1961
Wolfgang von Strucker (Earth-616),\/Wolfgang_von_Strucker_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,164,Jan-64,1964
Dirk Garthwaite (Earth-616),\/Dirk_Garthwaite_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,164,Jan-68,1968
Pip Gofern (Earth-616),\/Pip_Gofern_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,163,Apr-75,1975
Tony Masters (Earth-616),\/Tony_Masters_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,163,May-80,1980
David Lieberman (Earth-616),\/David_Lieberman_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,163,Nov-87,1987
James Hudson (Earth-616),\/James_Hudson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,161,Feb-78,1978
Miles Warren (Earth-616),\/Miles_Warren_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,160,Dec-65,1965
Kallark (Earth-616),\/Kallark_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,,Living Characters,160,Oct-77,1977
En Sabah Nur (Earth-616),\/En_Sabah_Nur_(Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,160,Jun-86,1986
Shiro Yoshida (Earth-616),\/Shiro_Yoshida_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,158,Jan-70,1970
Silver Sablinova (Earth-616),\/Silver_Sablinova_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,,Deceased Characters,158,Jun-85,1985
Elvin Haliday (Earth-616),\/Elvin_Haliday_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,158,Nov-90,1990
James Bradley (Earth-616),\/James_Bradley_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,158,,
Calvin Zabo (Earth-616),\/Calvin_Zabo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157,Dec-63,1963
Frederick Myers (Earth-616),\/Frederick_Myers_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157,Jul-66,1966
Mantis (Earth-616),\/Mantis_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,156,Jun-73,1973
Marlene Alraune (Earth-616),\/Marlene_Alraune_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,156,Jun-76,1976
Rachel Leighton (Earth-616),\/Rachel_Leighton_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,156,Oct-85,1985
Veranke (Earth-616),\/Veranke_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,,Deceased Characters,156,5-Jan,2005
Nathaniel Essex (Earth-616),\/Nathaniel_Essex_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,155,Sep-87,1987
Anthony Druid (Earth-616),\/Anthony_Druid_(Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,153,Jun-61,1961
Cassandra Lang (Earth-616),\/Cassandra_Lang_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,153,Apr-79,1979
Beta Ray Bill (Earth-616),\/Beta_Ray_Bill_(Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,153,Nov-83,1983
Samuel Sterns (Earth-616),\/Samuel_Sterns_(Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,152,Dec-64,1964
Leech (Earth-616),\/Leech_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,152,Mar-84,1984
Glenn Talbot (Earth-616),\/Glenn_Talbot_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,151,Nov-64,1964
Bug (Earth-616),\/Bug_(Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Male Characters,,Living Characters,151,Jan-79,1979
Peter Petruski (Earth-616),\/Peter_Petruski_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,150,Jan-63,1963
Julie Power (Earth-616),\/Julie_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Pansexual Characters,Living Characters,150,Aug-84,1984
Giuletta Nefaria (Earth-616),\/Giuletta_Nefaria_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,149,Jan-68,1968
Robert Ralston (Earth-616),\/Robert_Ralston_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,148,May-63,1963
Maximus (Earth-616),\/Maximus_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,147,Feb-66,1966
Genis-Vell (Earth-616),\/Genis-Vell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,147,Oct-93,1993
